2 | 2 | KT2848 | ZFSG Running | 163
12647 | 12647 | VM9323 | IYS Waiting | 418
12650 | 12703 | UN9938 | RLF Running | 97
12653 | 12863 | EX4537 | RFO Running | 324
12653 | 12886 | IS9022 | EHSP Running | 27
12660 | 12660 | IW3933 | GDZ Waiting | 210
12661 | 12901 | DT6716 | GXGP Running | 54
12663 | 13153 | RO8518 | ZFSG Running | 52
12670 | 12921 | JH2964 | LUY Running | 4
12678 | 12678 | GO6249 | RLF Waiting | 497
12680 | 13018 | KR9273 | TTSK Running | 42
12683 | 12683 | JC4824 | SIM Running | 366
12683 | 12913 | QC5923 | EHSP Running | 42
12683 | 12979 | YX1903 | ZUJO Running | 304
12691 | 12931 | GL4910 | GXGP Running | 326
12693 | 13183 | JA9704 | ZFSG Running | 170
12695 | 12961 | GL6225 | GXGP Running | 88
12695 | 13027 | MV1466 | GDZ Running | 161
12697 | 12697 | NL3201 | SVT Running | 365
12703 | 12703 | GY3990 | RLF Waiting | 397
12710 | 13048 | YF6504 | TTSK Running | 123
12713 | 13009 | FN1074 | ZUJO Running | 205
12720 | 12720 | RF2615 | QHP Running | 485
12721 | 12991 | FO8271 | GXGP Running | 66
12723 | 13213 | OB7273 | ZFSG Running | 225
12725 | 12943 | IY8767 | EHSP Running | 63
12737 | 12737 | YK3669 | ZRO Waiting | 215
12740 | 13078 | OE6296 | TTSK Running | 24
12741 | 12741 | ML6062 | LCJ Waiting | 279
12743 | 13039 | DB9978 | ZUJO Running | 391
12746 | 12746 | WE1790 | WKZ Waiting | 332
12751 | 13021 | CV5811 | GXGP Running | 329
12753 | 13243 | ZA3881 | ZFSG Running | 126
12755 | 12973 | YL3443 | EHSP Running | 190
12762 | 13188 | AF7413 | GDZ Running | 420
12763 | 12903 | BU9664 | QNV Running | 474
12765 | 12765 | BB6988 | LCJ Waiting | 383
12766 | 12766 | SI3252 | EHSP Waiting | 45
12770 | 13102 | ZD2363 | TTSK Running | 33
12773 | 13069 | VD3478 | ZUJO Running | 116
12775 | 13273 | KT2848 | ZFSG Running | 402
12781 | 13051 | DO7736 | GXGP Running | 212
12793 | 13303 | DU2124 | ZFSG Running | 361
12796 | 13003 | IR6170 | EHSP Running | 28
12800 | 12800 | UN9938 | RLF Waiting | 427
12800 | 13132 | PO8325 | TTSK Running | 176
12803 | 13099 | TY1447 | ZUJO Running | 85
12805 | 12805 | YT5665 | ADI Running | 448
12811 | 13031 | SI3252 | EHSP Running | 98
12811 | 13081 | NB7005 | GXGP Running | 51
12823 | 13333 | KZ4389 | ZFSG Running | 165
12826 | 13061 | MA7378 | EHSP Running | 155
12830 | 13162 | FG8127 | TTSK Running | 277
12833 | 13129 | KY8859 | ZUJO Running | 255
12838 | 12838 | AO7054 | SJU Waiting | 27
12840 | 13159 | IS9199 | ZUJO Running | 463
12841 | 13111 | UJ6779 | GXGP Running | 55
12853 | 13363 | TB9654 | ZFSG Running | 143
12856 | 13091 | WO4943 | EHSP Running | 32
12860 | 13192 | UH9080 | TTSK Running | 250
12863 | 12863 | ZE8449 | RFO Waiting | 79
12863 | 13189 | NZ7010 | ZUJO Running | 119
12865 | 13126 | AO7054 | SJU Running | 397
12868 | 12868 | SA2206 | TTSK Waiting | 14
12870 | 13608 | IW3933 | GDZ Running | 202
12871 | 13141 | OR3105 | GXGP Running | 276
12882 | 13222 | SA2206 | TTSK Running | 426
12883 | 13393 | CD8074 | ZFSG Running | 126
12886 | 13121 | MC5678 | EHSP Running | 322
12893 | 13219 | CB9751 | ZUJO Running | 401
12898 | 13252 | BB7414 | TTSK Running | 2
12901 | 13171 | YM6910 | GXGP Running | 74
12902 | 13151 | MC6275 | EHSP Running | 456
12903 | 12903 | KJ5649 | QNV Waiting | 448
12912 | 12958 | XX2794 | DKE Running | 197
12913 | 12913 | IS9022 | EHSP Waiting | 413
12913 | 13423 | ZO7644 | ZFSG Running | 108
12921 | 13453 | WN5757 | ZFSG Running | 195
12925 | 13483 | JH2964 | ZFSG Running | 88
12928 | 13254 | IN6461 | TTSK Running | 191
12931 | 13201 | DT6716 | GXGP Running | 24
12933 | 12933 | IH4945 | WKZ Running | 120
12942 | 13187 | ZE8449 | RFO Running | 6
12943 | 13181 | QC5923 | EHSP Running | 12
12943 | 13513 | YR8562 | ZFSG Running | 132
12952 | 13102 | YK3669 | ZRO Running | 23
12957 | 12957 | OE1633 | DKE Waiting | 136
12958 | 13249 | MZ6561 | ZUJO Running | 277
12958 | 13284 | NK9290 | TTSK Running | 60
12961 | 13225 | GL4910 | GXGP Running | 296
12963 | 13279 | NI9878 | ZUJO Running | 196
12971 | 13810 | ZT4883 | GDZ Running | 212
12973 | 13543 | AX2750 | ZFSG Running | 281
12973 | 13193 | IY8767 | EHSP Running | 33
12979 | 13053 | GO9911 | WKZ Running | 281
12988 | 13314 | JU1285 | TTSK Running | 156
12991 | 13255 | GL6225 | GXGP Running | 58
12997 | 12997 | VL4562 | WQN Running | 246
13003 | 13573 | QS5048 | ZFSG Running | 380
13003 | 13223 | YL3443 | EHSP Running | 160
13009 | 13309 | YX1903 | ZUJO Running | 274
13010 | 13010 | OT9532 | HMY Waiting | 424
13018 | 13344 | CG6320 | TTSK Running | 107
13020 | 13020 | ML6062 | LCJ Running | 126
13021 | 13285 | FO8271 | GXGP Running | 36
13027 | 13027 | UA9502 | GDZ Waiting | 86
13031 | 14022 | FI1343 | GDZ Running | 33
13031 | 13243 | IR6170 | WQN Running | 497
13033 | 13603 | MG3799 | ZFSG Running | 94
13039 | 13339 | FN1074 | ZUJO Running | 175
13048 | 13374 | KR9273 | TTSK Running | 12
13049 | 13369 | JC4824 | ZUJO Running | 439
13051 | 13315 | CV5811 | GXGP Running | 299
13053 | 13053 | IH4945 | WKZ Waiting | 27
13061 | 13253 | SI3252 | EHSP Running | 68
13062 | 13345 | NL3201 | GXGP Running | 78
13063 | 13633 | LW9015 | ZFSG Running | 287
13065 | 13399 | DD6208 | EKO Running | 395
13065 | 13065 | VM9323 | IYS Running | 235
13069 | 13399 | DB9978 | ZUJO Running | 361
13078 | 13334 | WE1790 | WKZ Running | 306
13078 | 13386 | YF6504 | TTSK Running | 93
13080 | 13640 | IH4945 | WKZ Running | 294
13081 | 13375 | DO7736 | GXGP Running | 182
13091 | 13283 | MA7378 | EHSP Running | 125
13093 | 13155 | OE1633 | DKE Running | 38
13093 | 13663 | UG8156 | ZFSG Running | 270
13099 | 13429 | VD3478 | ZUJO Running | 86
13100 | 13100 | GY3990 | RLF Running | 456
13102 | 13102 | FI3661 | ZRO Waiting | 377
13102 | 13556 | OE6296 | RLF Running | 356
13111 | 13405 | NB7005 | GXGP Running | 21
13113 | 14055 | UA9502 | GDZ Running | 161
13121 | 13313 | WO4943 | EHSP Running | 2
13123 | 13123 | HZ3789 | BYO Waiting | 334
13123 | 13693 | VR2866 | ZFSG Running | 304
13125 | 13416 | YK3669 | TTSK Running | 375
13126 | 13126 | GL3702 | SJU Waiting | 350
13129 | 13459 | TY1447 | ZUJO Running | 55
13132 | 13446 | ZD2363 | TTSK Running | 3
13141 | 13426 | UJ6779 | GXGP Running | 25
13146 | 13146 | ML6062 | LCJ Waiting | 302
13148 | 13148 | BB6988 | LCJ Running | 324
13151 | 13315 | MC5678 | EHSP Running | 292
13153 | 13723 | WV8689 | ZFSG Running | 29
13155 | 13155 | XX2794 | DKE Waiting | 381
13159 | 13489 | KY8859 | ZUJO Running | 225
13162 | 13449 | PO8325 | TTSK Running | 146
13171 | 13451 | OR3105 | GXGP Running | 246
13175 | 13912 | GO6249 | RLF Running | 96
13181 | 13345 | MC6275 | EHSP Running | 426
13183 | 13752 | RO8518 | ZFSG Running | 22
13187 | 13187 | EX4537 | RFO Waiting | 416
13188 | 13188 | MV1466 | GDZ Waiting | 98
13189 | 13519 | IS9199 | ZUJO Running | 433
13192 | 13479 | FG8127 | TTSK Running | 247
13193 | 13193 | OE1633 | DKE Waiting | 401
13193 | 13794 | QC5923 | EKO Running | 369
13193 | 13549 | ZE8449 | ZUJO Running | 70
13201 | 13481 | YM6910 | GXGP Running | 44
13205 | 13205 | RF2615 | QHP Waiting | 61
13213 | 13774 | JA9704 | ZFSG Running | 140
13219 | 13579 | NZ7010 | ZUJO Running | 89
13222 | 13509 | UH9080 | TTSK Running | 220
13223 | 13375 | IY8767 | EHSP Running | 3
13225 | 13671 | DT6716 | HMY Running | 485
13227 | 14008 | UN9938 | RLF Running | 10
13243 | 13243 | VL4562 | WQN Waiting | 150
13243 | 13804 | OB7273 | ZFSG Running | 195
13249 | 13609 | CB9751 | ZUJO Running | 371
13252 | 13539 | SA2206 | TTSK Running | 396
13253 | 13253 | YT5665 | ADI Waiting | 13
13253 | 13378 | YL3443 | EHSP Running | 130
13254 | 13254 | BB7414 | TTSK Waiting | 427
13255 | 13511 | GL4910 | GXGP Running | 266
13266 | 13266 | RF2615 | QHP Running | 217
13266 | 13266 | YT5665 | ADI Running | 283
13273 | 13834 | ZA3881 | ZFSG Running | 96
13279 | 13639 | MZ6561 | ZUJO Running | 247
13283 | 13408 | SI3252 | EHSP Running | 38
13284 | 13569 | IN6461 | TTSK Running | 161
13285 | 13541 | GL6225 | GXGP Running | 28
13286 | 14216 | MV1466 | GDZ Running | 62
13300 | 13300 | VM9323 | IYS Waiting | 155
13303 | 13864 | KT2848 | ZFSG Running | 372
13309 | 13669 | NI9878 | ZUJO Running | 166
13313 | 13438 | MA7378 | EHSP Running | 95
13314 | 13599 | NK9290 | TTSK Running | 30
13315 | 14163 | WO4943 | EKO Running | 155
13315 | 13569 | FO8271 | GXGP Running | 6
13326 | 13468 | IS9022 | EHSP Running | 31
13333 | 13894 | DU2124 | ZFSG Running | 331
13334 | 13334 | GO9911 | WKZ Waiting | 380
13339 | 13699 | YX1903 | ZUJO Running | 244
13344 | 13629 | JU1285 | TTSK Running | 126
13345 | 13575 | CV5811 | GXGP Running | 269
13345 | 13498 | MC5678 | EHSP Running | 262
13351 | 13377 | KJ5649 | QNV Running | 92
13363 | 13924 | KZ4389 | ZFSG Running | 135
13369 | 13729 | FN1074 | ZUJO Running | 145
13374 | 13659 | CG6320 | TTSK Running | 77
13375 | 13528 | MC6275 | EHSP Running | 396
13375 | 13605 | NL3201 | GXGP Running | 48
13377 | 13377 | BU9664 | QNV Waiting | 422
13378 | 14278 | IY8767 | GDZ Running | 243
13386 | 13386 | KR9273 | TTSK Waiting | 326
13393 | 13740 | VL4562 | WQN Running | 128
13393 | 13954 | TB9654 | ZFSG Running | 113
13399 | 13399 | JD7686 | EKO Waiting | 165
13399 | 13759 | JC4824 | ZUJO Running | 409
13405 | 13635 | DO7736 | GXGP Running | 152
13408 | 13558 | YL3443 | EHSP Running | 100
13416 | 13689 | YF6504 | TTSK Running | 63
13423 | 13984 | CD8074 | ZFSG Running | 96
13426 | 13426 | NB7005 | Finished | 0
13429 | 13789 | DB9978 | ZUJO Running | 331
13434 | 14156 | OT9532 | HMY Running | 407
13438 | 13588 | SI3252 | EHSP Running | 8
13442 | 13442 | GJ3751 | HMY Waiting | 66
13446 | 13719 | YK3669 | TTSK Running | 345
13448 | 13472 | ML6062 | LCJ Running | 389
13449 | 13449 | ZD2363 | TTSK Waiting | 291
13451 | 13451 | UJ6779 | SVT Running | 187
13453 | 14014 | ZO7644 | ZFSG Running | 78
13455 | 13455 | VM9323 | IYS Running | 302
13457 | 13457 | HZ3789 | BYO Running | 73
13459 | 13819 | VD3478 | ZUJO Running | 56
13468 | 13596 | MA7378 | EHSP Running | 65
13469 | 13469 | KJ5649 | QNV Waiting | 435
13472 | 13472 | BB6988 | LCJ Waiting | 193
13476 | 13523 | GL3702 | SJU Running | 435
13479 | 13479 | FI3661 | ZRO Running | 140
13479 | 13749 | PO8325 | TTSK Running | 116
13481 | 13665 | OR3105 | GXGP Running | 216
13483 | 13849 | RF2615 | ZUJO Running | 386
13483 | 14044 | WN5757 | ZFSG Running | 165
13489 | 13879 | TY1447 | ZUJO Running | 25
13498 | 13626 | IS9022 | EHSP Running | 1
13508 | 14563 | GJ3751 | HMY Running | 290
13509 | 13779 | FG8127 | TTSK Running | 217
13511 | 13695 | YM6910 | GXGP Running | 14
13513 | 14074 | JH2964 | ZFSG Running | 58
13519 | 13904 | KY8859 | ZUJO Running | 195
13523 | 14104 | AO7054 | ZFSG Running | 463
13528 | 13627 | MC5678 | EHSP Running | 232
13530 | 13530 | HZ3789 | BYO Waiting | 169
13536 | 13536 | XX2794 | DKE Running | 70
13539 | 13809 | UH9080 | TTSK Running | 190
13541 | 13709 | GL4910 | GXGP Running | 236
13543 | 14134 | YR8562 | ZFSG Running | 102
13549 | 13839 | YT5665 | TTSK Running | 164
13549 | 13934 | IS9199 | ZUJO Running | 403
13556 | 13869 | GY3990 | TTSK Running | 62
13558 | 13657 | MC6275 | EHSP Running | 366
13564 | 14318 | JD7686 | EKO Running | 249
13569 | 14853 | GL6225 | HMY Running | 386
13569 | 13899 | SA2206 | TTSK Running | 366
13573 | 14164 | AX2750 | ZFSG Running | 251
13575 | 13575 | FO8271 | GXGP Waiting | 456
13579 | 13964 | ZE8449 | ZUJO Running | 40
13588 | 13687 | YL3443 | EHSP Running | 70
13594 | 13606 | OE1633 | DKE Running | 13
13596 | 13868 | SI3252 | WQN Running | 456
13599 | 13929 | IN6461 | TTSK Running | 131
13603 | 13603 | EX4537 | RFO Running | 193
13603 | 14194 | QS5048 | ZFSG Running | 350
13605 | 13739 | CV5811 | GXGP Running | 239
13606 | 13606 | XX2794 | DKE Waiting | 384
13608 | 13608 | AF7413 | GDZ Waiting | 314
13609 | 13994 | NZ7010 | ZUJO Running | 59
13619 | 13619 | FI3661 | ZRO Waiting | 303
13619 | 13619 | OE1633 | DKE Waiting | 480
13626 | 13717 | MA7378 | EHSP Running | 35
13627 | 14324 | IS9022 | WQN Running | 187
13629 | 14018 | NK9290 | RLF Running | 273
13633 | 14224 | MG3799 | ZFSG Running | 64
13635 | 13769 | NL3201 | GXGP Running | 18
13638 | 13638 | UJ6779 | SVT Waiting | 143
13639 | 14024 | CB9751 | ZUJO Running | 341
13640 | 13640 | WE1790 | WKZ Waiting | 229
13657 | 13747 | MC5678 | EHSP Running | 202
13659 | 13959 | JU1285 | TTSK Running | 96
13663 | 14254 | LW9015 | ZFSG Running | 257
13665 | 13861 | BB6988 | LCJ Running | 201
13665 | 13787 | DO7736 | GXGP Running | 122
13669 | 14054 | MZ6561 | ZUJO Running | 217
13671 | 13671 | WY6979 | HMY Waiting | 476
13681 | 13989 | BB7414 | TTSK Running | 142
13687 | 13777 | MC6275 | EHSP Running | 336
13689 | 14019 | CG6320 | TTSK Running | 47
13693 | 14284 | UG8156 | ZFSG Running | 240
13695 | 13817 | OR3105 | GXGP Running | 186
13699 | 13699 | HZ3789 | BYO Running | 386
13699 | 14084 | NI9878 | ZUJO Running | 136
13709 | 13709 | YM6910 | Finished | 0
13712 | 14049 | KR9273 | TTSK Running | 448
13714 | 13934 | GO9911 | WKZ Running | 291
13717 | 13807 | YL3443 | EHSP Running | 40
13719 | 14079 | YF6504 | TTSK Running | 33
13723 | 14314 | VR2866 | ZFSG Running | 274
13729 | 14114 | YX1903 | ZUJO Running | 214
13739 | 13847 | GL4910 | GXGP Running | 206
13740 | 13740 | IR6170 | WQN Waiting | 98
13740 | 14109 | ZD2363 | TTSK Running | 481
13747 | 13837 | MA7378 | EHSP Running | 5
13749 | 14139 | YK3669 | TTSK Running | 315
13752 | 13958 | WV8689 | SJU Running | 318
13757 | 14344 | VM9323 | ZFSG Running | 30
13759 | 14144 | FN1074 | ZUJO Running | 115
13769 | 13877 | CV5811 | GXGP Running | 209
13774 | 13774 | RO8518 | ZFSG Waiting | 104
13777 | 13842 | MC5678 | EHSP Running | 172
13779 | 14169 | PO8325 | TTSK Running | 86
13781 | 13781 | UJ6779 | SVT Running | 5
13786 | 13786 | UJ6779 | SVT Waiting | 89
13787 | 13787 | NL3201 | GXGP Waiting | 208
13789 | 14174 | JC4824 | ZUJO Running | 379
13794 | 13794 | DD6208 | EKO Waiting | 171
13796 | 13796 | EX4537 | RFO Waiting | 41
13799 | 13799 | BU9664 | QNV Running | 389
13804 | 14374 | JA9704 | ZFSG Running | 110
13807 | 13872 | MC6275 | EHSP Running | 306
13809 | 14199 | FG8127 | TTSK Running | 187
13810 | 13902 | IW3933 | EHSP Running | 386
13817 | 13907 | DO7736 | GXGP Running | 92
13819 | 14204 | DB9978 | ZUJO Running | 301
13834 | 14404 | OB7273 | ZFSG Running | 165
13837 | 13837 | EX4537 | RFO Running | 388
13837 | 13932 | YL3443 | EHSP Running | 10
13838 | 14511 | IR6170 | WQN Running | 149
13839 | 14229 | UH9080 | TTSK Running | 160
13842 | 14521 | MA7378 | GDZ Running | 238
13847 | 13937 | OR3105 | GXGP Running | 156
13849 | 14234 | VD3478 | ZUJO Running | 26
13861 | 13861 | ML6062 | LCJ Waiting | 12
13864 | 14434 | ZA3881 | ZFSG Running | 66
13868 | 13868 | VL4562 | WQN Waiting | 244
13869 | 14225 | WE1790 | WKZ Running | 480
13869 | 14259 | YT5665 | TTSK Running | 134
13872 | 13942 | MC5678 | EHSP Running | 142
13873 | 14062 | ML6062 | LCJ Running | 444
13875 | 13875 | UJ6779 | SVT Running | 492
13877 | 13967 | GL4910 | GXGP Running | 176
13878 | 14464 | RO8518 | ZFSG Running | 66
13879 | 14260 | RF2615 | ZUJO Running | 356
13894 | 14494 | KT2848 | ZFSG Running | 342
13899 | 14289 | GY3990 | TTSK Running | 32
13902 | 13972 | MC6275 | EHSP Running | 276
13904 | 14188 | KJ5649 | QNV Running | 197
13904 | 13904 | TY1447 | ZUJO Waiting | 234
13907 | 13997 | CV5811 | GXGP Running | 179
13912 | 13912 | OE6296 | RLF Waiting | 135
13922 | 14759 | AF7413 | GDZ Running | 408
13922 | 13922 | FI3661 | ZRO Running | 157
13924 | 14524 | DU2124 | ZFSG Running | 301
13929 | 14319 | SA2206 | TTSK Running | 336
13932 | 14002 | IW3933 | EHSP Running | 356
13934 | 13934 | IH4945 | WKZ Waiting | 333
13934 | 14290 | KY8859 | ZUJO Running | 165
13937 | 14027 | DO7736 | GXGP Running | 62
13942 | 14567 | YL3443 | EKO Running | 447
13954 | 14554 | KZ4389 | ZFSG Running | 105
13958 | 13958 | GL3702 | SJU Waiting | 310
13959 | 14349 | IN6461 | TTSK Running | 101
13964 | 14320 | IS9199 | ZUJO Running | 373
13965 | 15014 | DD6208 | EKO Running | 135
13967 | 14057 | OR3105 | GXGP Running | 126
13972 | 14032 | MC5678 | EHSP Running | 112
13984 | 14584 | TB9654 | ZFSG Running | 83
13989 | 14379 | JU1285 | TTSK Running | 66
13990 | 13990 | XX2794 | DKE Running | 7
13994 | 14350 | ZE8449 | ZUJO Running | 10
13995 | 14087 | NL3201 | GXGP Running | 329
13997 | 13997 | XX2794 | DKE Waiting | 235
13997 | 14117 | GL4910 | GXGP Running | 146
14002 | 14062 | MC6275 | EHSP Running | 246
14008 | 14409 | GO6249 | TTSK Running | 330
14014 | 14614 | CD8074 | ZFSG Running | 66
14018 | 14018 | UN9938 | RLF Waiting | 477
14019 | 14439 | BB7414 | TTSK Running | 112
14022 | 14092 | ZT4883 | EHSP Running | 291
14024 | 14360 | NZ7010 | ZUJO Running | 29
14027 | 14147 | CV5811 | GXGP Running | 149
14031 | 14177 | FO8271 | GXGP Running | 121
14032 | 14122 | IW3933 | EHSP Running | 326
14044 | 14644 | ZO7644 | ZFSG Running | 48
14047 | 14291 | OE6296 | RLF Running | 249
14049 | 14469 | CG6320 | TTSK Running | 17
14054 | 14389 | CB9751 | ZUJO Running | 311
14055 | 14055 | FI1343 | GDZ Waiting | 123
14057 | 14207 | DO7736 | GXGP Running | 32
14062 | 14062 | BB6988 | LCJ Waiting | 415
14062 | 14152 | MC5678 | EHSP Running | 82
14074 | 14674 | WN5757 | ZFSG Running | 135
14079 | 14486 | FI3661 | TTSK Running | 93
14079 | 14516 | KR9273 | TTSK Running | 418
14084 | 14419 | MZ6561 | ZUJO Running | 187
14085 | 14085 | HZ3789 | BYO Waiting | 432
14087 | 14237 | OR3105 | GXGP Running | 96
14092 | 14182 | MC6275 | EHSP Running | 216
14099 | 14099 | OE1633 | DKE Running | 344
14104 | 14704 | JH2964 | ZFSG Running | 28
14109 | 14546 | YF6504 | TTSK Running | 3
14112 | 14660 | VL4562 | WQN Running | 393
14114 | 14449 | NI9878 | ZUJO Running | 106
14117 | 14267 | NL3201 | GXGP Running | 299
14122 | 14212 | ZT4883 | EHSP Running | 261
14134 | 14732 | AO7054 | ZFSG Running | 433
14138 | 14479 | TY1447 | ZUJO Running | 200
14139 | 14549 | ZD2363 | TTSK Running | 451
14144 | 14509 | YX1903 | ZUJO Running | 184
14147 | 15239 | WY6979 | HMY Running | 17
14147 | 14297 | GL4910 | GXGP Running | 116
14152 | 14242 | IW3933 | EHSP Running | 296
14156 | 14156 | DT6716 | HMY Waiting | 170
14163 | 14163 | QC5923 | EKO Waiting | 223
14164 | 14762 | YR8562 | ZFSG Running | 72
14169 | 14579 | YK3669 | TTSK Running | 285
14174 | 14539 | FN1074 | ZUJO Running | 85
14177 | 14327 | CV5811 | GXGP Running | 119
14178 | 15167 | FI1343 | GDZ Running | 26
14182 | 14272 | MC5678 | EHSP Running | 52
14188 | 14188 | BU9664 | QNV Waiting | 23
14194 | 14792 | AX2750 | ZFSG Running | 221
14199 | 14609 | PO8325 | TTSK Running | 56
14204 | 14569 | JC4824 | ZUJO Running | 349
14207 | 14357 | FO8271 | GXGP Running | 91
14211 | 14385 | BU9664 | QNV Running | 480
14212 | 14302 | MC6275 | EHSP Running | 186
14216 | 14216 | UA9502 | GDZ Waiting | 296
14224 | 14822 | QS5048 | ZFSG Running | 320
14225 | 14225 | EX4537 | RFO Waiting | 97
14225 | 14225 | GO9911 | WKZ Waiting | 259
14229 | 14639 | FG8127 | TTSK Running | 157
14232 | 14443 | XX2794 | DKE Running | 457
14234 | 14599 | DB9978 | ZUJO Running | 271
14237 | 14387 | DO7736 | GXGP Running | 2
14242 | 14332 | ZT4883 | EHSP Running | 231
14254 | 14852 | MG3799 | ZFSG Running | 34
14259 | 14669 | UH9080 | TTSK Running | 130
14260 | 14705 | VD3478 | WKZ Running | 18
14267 | 14723 | IH4945 | WKZ Running | 401
14267 | 14389 | OR3105 | GXGP Running | 66
14268 | 14276 | GL3702 | SJU Running | 426
14272 | 14362 | IW3933 | EHSP Running | 266
14276 | 14276 | WV8689 | SJU Waiting | 97
14278 | 14278 | MV1466 | GDZ Waiting | 371
14284 | 14882 | LW9015 | ZFSG Running | 227
14289 | 14699 | YT5665 | TTSK Running | 104
14290 | 14629 | RF2615 | ZUJO Running | 326
14291 | 14291 | NK9290 | RLF Waiting | 241
14297 | 14419 | NL3201 | GXGP Running | 269
14302 | 14392 | MC5678 | EHSP Running | 22
14314 | 14912 | UG8156 | ZFSG Running | 210
14318 | 14318 | WO4943 | EKO Waiting | 277
14319 | 14729 | GY3990 | TTSK Running | 2
14320 | 14659 | KY8859 | ZUJO Running | 135
14322 | 14322 | EX4537 | RFO Running | 152
14324 | 14324 | SI3252 | WQN Waiting | 5
14326 | 15256 | DT6716 | HMY Running | 486
14327 | 14449 | GL4910 | GXGP Running | 86
14329 | 15053 | SI3252 | WQN Running | 5
14332 | 14414 | MC6275 | EHSP Running | 156
14344 | 14942 | VR2866 | ZFSG Running | 244
14349 | 14731 | SA2206 | TTSK Running | 306
14350 | 14689 | IS9199 | ZUJO Running | 343
14357 | 14479 | CV5811 | GXGP Running | 89
14360 | 14360 | ZE8449 | ZUJO Waiting | 378
14362 | 14444 | ZT4883 | EHSP Running | 201
14367 | 14367 | UJ6779 | SVT Waiting | 247
14373 | 14702 | WV8689 | SJU Running | 99
14374 | 14374 | VM9323 | ZFSG Waiting | 13
14379 | 14761 | IN6461 | TTSK Running | 71
14385 | 14972 | KJ5649 | ZFSG Running | 80
14386 | 15149 | QC5923 | EKO Running | 149
14387 | 15002 | VM9323 | ZFSG Running | 319
14387 | 14509 | FO8271 | GXGP Running | 61
14389 | 14389 | DO7736 | SVT Running | 73
14389 | 14389 | NZ7010 | ZUJO Waiting | 49
14392 | 14474 | IW3933 | EHSP Running | 236
14404 | 15032 | JA9704 | ZFSG Running | 80
14409 | 14791 | JU1285 | TTSK Running | 36
14414 | 14414 | MC5678 | EHSP Waiting | 262
14419 | 14719 | CB9751 | ZUJO Running | 281
14419 | 14539 | OR3105 | GXGP Running | 36
14434 | 15062 | OB7273 | ZFSG Running | 135
14438 | 14749 | NZ7010 | ZUJO Running | 441
14439 | 14821 | GO6249 | TTSK Running | 300
14443 | 14779 | OE1633 | ZUJO Running | 56
14444 | 14504 | MC6275 | EHSP Running | 126
14449 | 14809 | MZ6561 | ZUJO Running | 157
14449 | 14569 | NL3201 | GXGP Running | 239
14462 | 14462 | DO7736 | SVT Waiting | 283
14464 | 15092 | ZA3881 | ZFSG Running | 36
14469 | 14851 | BB7414 | TTSK Running | 82
14474 | 14839 | EX4537 | ZUJO Running | 44
14474 | 14534 | ZT4883 | EHSP Running | 171
14477 | 14506 | BB6988 | LCJ Running | 345
14479 | 14599 | GL4910 | GXGP Running | 56
14479 | 14869 | NI9878 | ZUJO Running | 76
14484 | 15124 | GO9911 | WKZ Running | 447
14486 | 14486 | CG6320 | TTSK Waiting | 180
14494 | 15122 | RO8518 | ZFSG Running | 36
14495 | 14540 | UN9938 | RLF Running | 100
14504 | 14564 | IW3933 | EHSP Running | 206
14506 | 15152 | ML6062 | ZFSG Running | 497
14509 | 14629 | CV5811 | GXGP Running | 59
14509 | 14899 | TY1447 | ZUJO Running | 170
14511 | 14511 | IS9022 | WQN Waiting | 441
14512 | 15193 | UA9502 | GDZ Running | 85
14516 | 14881 | FI3661 | TTSK Running | 63
14517 | 14517 | HZ3789 | BYO Running | 96
14521 | 14521 | IY8767 | GDZ Waiting | 73
14524 | 15182 | KT2848 | ZFSG Running | 312
14532 | 14640 | NK9290 | RLF Running | 142
14534 | 14594 | MC6275 | EHSP Running | 96
14539 | 14659 | FO8271 | GXGP Running | 31
14539 | 14929 | YX1903 | ZUJO Running | 154
14540 | 14540 | OE6296 | RLF Waiting | 249
14546 | 14911 | KR9273 | TTSK Running | 388
14549 | 14549 | YF6504 | ADI Running | 356
14554 | 15212 | DU2124 | ZFSG Running | 271
14563 | 14563 | OT9532 | HMY Waiting | 162
14564 | 14624 | ZT4883 | EHSP Running | 141
14567 | 14654 | JD7686 | EHSP Running | 452
14569 | 14959 | FN1074 | ZUJO Running | 55
14569 | 14689 | OR3105 | GXGP Running | 6
14579 | 14941 | ZD2363 | TTSK Running | 421
14584 | 15242 | KZ4389 | ZFSG Running | 75
14594 | 15278 | IY8767 | GDZ Running | 222
14594 | 14684 | IW3933 | EHSP Running | 176
14595 | 15298 | WO4943 | EKO Running | 266
14599 | 14989 | JC4824 | ZUJO Running | 319
14599 | 14695 | NL3201 | GXGP Running | 209
14609 | 14971 | YK3669 | TTSK Running | 255
14613 | 15019 | HZ3789 | ZUJO Running | 440
14614 | 14614 | UJ6779 | SVT Running | 205
14614 | 15272 | TB9654 | ZFSG Running | 53
14624 | 14714 | MC6275 | EHSP Running | 66
14629 | 15049 | DB9978 | ZUJO Running | 241
14629 | 14725 | GL4910 | GXGP Running | 26
14639 | 15001 | PO8325 | TTSK Running | 26
14640 | 14640 | UN9938 | RLF Waiting | 102
14644 | 15302 | CD8074 | ZFSG Running | 36
14649 | 15500 | MV1466 | GDZ Running | 304
14654 | 14744 | ZT4883 | EHSP Running | 111
14659 | 14751 | CV5811 | GXGP Running | 29
14659 | 15079 | RF2615 | ZUJO Running | 296
14660 | 14660 | IR6170 | WQN Waiting | 233
