1 | 1 | TC8445 | GTYI Running | 71
13084 | 13084 | YM5038 | FVF Waiting | 290
13088 | 13505 | MV5132 | IDRA Running | 280
13090 | 13567 | LM5481 | AMZJ Running | 131
13096 | 13426 | KF6240 | GTYI Running | 10
13111 | 13111 | YB2742 | YIQ Waiting | 258
13111 | 13590 | CQ3852 | WQSY Running | 332
13113 | 13450 | RT9408 | ZCDT Running | 142
13116 | 13185 | QS6782 | DKB Running | 305
13118 | 13535 | AZ7152 | IDRA Running | 141
13120 | 13597 | YA5160 | AMZJ Running | 194
13124 | 13124 | DO9371 | ZCN Waiting | 318
13126 | 13436 | EV8335 | GTYI Running | 152
13137 | 13620 | HW3855 | QTY Running | 359
13141 | 13620 | DD1622 | WQSY Running | 176
13143 | 13480 | CX2610 | ZCDT Running | 365
13145 | 13145 | GX3971 | ZXD Running | 132
13150 | 13627 | AC8893 | AMZJ Running | 135
13156 | 13466 | UU6266 | GTYI Running | 248
13166 | 13166 | IB2263 | QTY Waiting | 469
13171 | 13650 | JQ6883 | WQSY Running | 57
13173 | 13510 | TX7007 | ZCDT Running | 16
13175 | 13565 | XR7203 | IDRA Running | 13
13180 | 13657 | YZ9316 | AMZJ Running | 226
13185 | 13185 | MB8755 | DKB Waiting | 410
13186 | 13496 | LU1091 | GTYI Running | 151
13189 | 13526 | XW4956 | GTYI Running | 329
13191 | 13191 | TE9208 | DWU Running | 172
13196 | 13196 | EK9518 | UDK Running | 221
13203 | 13526 | BC3230 | ZCDT Running | 214
13204 | 13204 | WY7322 | WUZ Waiting | 122
13205 | 13205 | EK5998 | IDRA Waiting | 107
13207 | 13687 | PR8175 | AMZJ Running | 455
13210 | 13717 | EC1594 | AMZJ Running | 213
13216 | 13556 | VK1891 | GTYI Running | 329
13218 | 13363 | QE4666 | DWU Running | 8
13233 | 13556 | FT3081 | ZCDT Running | 46
13235 | 13235 | QX1759 | ZCN Waiting | 473
13235 | 13578 | KN2716 | IDRA Running | 166
13239 | 13239 | PA5529 | HPM Waiting | 130
13240 | 13747 | EU3767 | AMZJ Running | 101
13245 | 13245 | YM2844 | FVF Running | 123
13246 | 13586 | NP5950 | GTYI Running | 30
13248 | 13680 | NL5756 | WQSY Running | 281
13263 | 13586 | IE1120 | ZCDT Running | 350
13265 | 13608 | KS4285 | IDRA Running | 183
13270 | 13777 | UG1000 | AMZJ Running | 118
13276 | 13616 | VS5201 | GTYI Running | 88
13277 | 13277 | GX3971 | ZXD Waiting | 127
13278 | 13710 | QA3093 | WQSY Running | 24
13293 | 13616 | CI6823 | ZCDT Running | 180
13295 | 13638 | YV1743 | IDRA Running | 245
13300 | 13807 | RU4935 | AMZJ Running | 273
13306 | 13646 | IV3397 | GTYI Running | 63
13308 | 13734 | ZM8819 | WQSY Running | 32
13312 | 13668 | EK5998 | IDRA Running | 268
13323 | 13646 | TT2884 | ZCDT Running | 408
13324 | 13324 | MK1284 | HPC Running | 313
13325 | 13979 | VM8791 | QTY Running | 337
13326 | 13326 | WY7322 | WUZ Running | 31
13330 | 13837 | XN5521 | AMZJ Running | 272
13336 | 13676 | GT8205 | GTYI Running | 7
13338 | 13764 | GC6746 | WQSY Running | 173
13345 | 13345 | US6678 | GQQ Running | 15
13355 | 13698 | CA4629 | IDRA Running | 132
13357 | 13357 | WY7322 | WUZ Waiting | 323
13360 | 13360 | US6678 | GQQ Waiting | 87
13360 | 13867 | ST2100 | AMZJ Running | 343
13363 | 13363 | TE9208 | DWU Waiting | 95
13366 | 13683 | CC3461 | GTYI Running | 201
13368 | 13368 | YM2844 | FVF Waiting | 424
13368 | 13794 | RQ2890 | WQSY Running | 146
13369 | 13607 | PA5529 | HPM Running | 307
13369 | 13369 | YB2742 | YIQ Running | 262
13371 | 13371 | QE4666 | DWU Waiting | 408
13374 | 13374 | YM5038 | FVF Running | 113
13375 | 13676 | OV4554 | ZCDT Running | 48
13380 | 13713 | AE7262 | GTYI Running | 294
13385 | 13728 | MQ7520 | IDRA Running | 189
13390 | 13390 | NP8141 | YBK Running | 266
13390 | 13897 | DW9737 | AMZJ Running | 353
13396 | 13743 | CP8037 | GTYI Running | 144
13398 | 13824 | MQ4649 | WQSY Running | 218
13404 | 13404 | GX3971 | ZXD Running | 44
13405 | 13706 | TU5605 | ZCDT Running | 363
13415 | 13758 | FX4951 | IDRA Running | 229
13417 | 13417 | EK9518 | UDK Waiting | 223
13420 | 13927 | ZU7922 | AMZJ Running | 92
13426 | 13426 | WR8705 | YVS Running | 96
13428 | 13854 | AT4994 | WQSY Running | 153
13435 | 13736 | DZ4231 | ZCDT Running | 145
13436 | 13436 | KF6240 | WPJ Running | 285
13440 | 13656 | EF4648 | YBK Running | 130
13442 | 13442 | DO9371 | ZCN Running | 307
13445 | 13788 | UA2932 | IDRA Running | 102
13447 | 13447 | US6678 | GQQ Running | 203
13448 | 13448 | GX3971 | ZXD Waiting | 486
13450 | 13450 | LQ8202 | ZCDT Waiting | 68
13450 | 13957 | WE8143 | AMZJ Running | 269
13457 | 13457 | XD8404 | OYL Running | 343
13458 | 13458 | TE9208 | DWU Running | 345
13466 | 13466 | AG1168 | UDK Running | 137
13466 | 13773 | EV8335 | GTYI Running | 122
13475 | 13818 | QC6923 | IDRA Running | 96
13480 | 13766 | RT9408 | ZCDT Running | 112
13487 | 13487 | YM5038 | FVF Waiting | 243
13487 | 13884 | NZ5800 | WQSY Running | 137
13490 | 13490 | QS6782 | DKB Waiting | 12
13496 | 13987 | GZ8627 | AMZJ Running | 158
13496 | 13803 | UU6266 | GTYI Running | 218
13502 | 13502 | QS6782 | DKB Running | 236
13505 | 13848 | NV2785 | IDRA Running | 267
13510 | 13796 | CX2610 | ZCDT Running | 335
13517 | 13914 | KJ6396 | WQSY Running | 98
13518 | 13826 | LQ8202 | ZCDT Running | 62
13522 | 13522 | WR8705 | YVS Waiting | 106
13526 | 13526 | TX7007 | ZCDT Waiting | 419
13526 | 13833 | LU1091 | GTYI Running | 121
13526 | 14017 | QF4765 | AMZJ Running | 163
13535 | 13878 | MV5132 | IDRA Running | 250
13537 | 13537 | PE2866 | Finished | 0
13547 | 13944 | MR8758 | WQSY Running | 168
13556 | 13856 | BC3230 | ZCDT Running | 184
13556 | 13863 | XW4956 | GTYI Running | 299
13560 | 13800 | XO2797 | OYL Running | 90
13565 | 13908 | AZ7152 | IDRA Running | 111
13567 | 14047 | WC1548 | AMZJ Running | 97
13578 | 13578 | XR7203 | FVF Running | 320
13586 | 13886 | FT3081 | ZCDT Running | 16
13586 | 13893 | VK1891 | GTYI Running | 299
13590 | 13974 | RQ6933 | WQSY Running | 82
13595 | 13738 | MB8755 | DKB Running | 156
13597 | 14077 | LM5481 | AMZJ Running | 101
13603 | 13603 | AG1168 | UDK Waiting | 213
13607 | 13607 | ZC4232 | HPM Waiting | 300
13608 | 13938 | KN2716 | IDRA Running | 136
13616 | 13749 | NP5950 | ZCN Running | 176
13616 | 13902 | IE1120 | ZCDT Running | 320
13620 | 13620 | LL1257 | QTY Waiting | 304
13620 | 14004 | CQ3852 | WQSY Running | 302
13627 | 14107 | YA5160 | AMZJ Running | 164
13628 | 13628 | WR8705 | YVS Running | 479
13631 | 13631 | YB2742 | YIQ Waiting | 431
13635 | 14316 | IB2263 | QTY Running | 218
13637 | 13637 | MK1284 | HPC Waiting | 255
13638 | 13968 | KS4285 | IDRA Running | 153
13640 | 13640 | EK9518 | UDK Running | 442
13646 | 13932 | CI6823 | ZCDT Running | 150
13646 | 13923 | VS5201 | GTYI Running | 58
13650 | 13650 | US6678 | GQQ Waiting | 70
13650 | 14034 | DD1622 | WQSY Running | 146
13656 | 13656 | NP8141 | YBK Waiting | 160
13657 | 14137 | AC8893 | AMZJ Running | 105
13668 | 13998 | YV1743 | IDRA Running | 215
13676 | 13953 | IV3397 | GTYI Running | 33
13676 | 13962 | TT2884 | ZCDT Running | 378
13680 | 13680 | WY7322 | WUZ Running | 253
13680 | 14064 | JQ6883 | WQSY Running | 27
13683 | 13683 | GT8205 | GTYI Waiting | 366
13687 | 14167 | YZ9316 | AMZJ Running | 196
13698 | 14028 | EK5998 | IDRA Running | 238
13706 | 13992 | OV4554 | ZCDT Running | 18
13708 | 13925 | QX1759 | ZCN Running | 15
13710 | 14091 | NL5756 | WQSY Running | 251
13713 | 13983 | CC3461 | GTYI Running | 171
13717 | 14197 | PR8175 | AMZJ Running | 425
13720 | 13720 | US6678 | GQQ Running | 265
13721 | 13721 | KF6240 | WPJ Waiting | 128
13728 | 14058 | CA4629 | IDRA Running | 102
13730 | 13898 | YM5038 | FVF Running | 201
13734 | 13734 | QA3093 | CDO Running | 170
13736 | 14010 | TU5605 | ZCDT Running | 333
13738 | 14121 | QS6782 | WQSY Running | 274
13743 | 14013 | AE7262 | GTYI Running | 264
13747 | 14227 | EC1594 | AMZJ Running | 183
13749 | 13749 | DO9371 | ZCN Waiting | 213
13758 | 14088 | MQ7520 | IDRA Running | 159
13764 | 14151 | ZM8819 | WQSY Running | 2
13766 | 14040 | DZ4231 | ZCDT Running | 115
13773 | 14043 | CP8037 | GTYI Running | 114
13777 | 14257 | EU3767 | AMZJ Running | 71
13779 | 13803 | QE4666 | DWU Running | 263
13786 | 13786 | EF4648 | YBK Waiting | 397
13788 | 14118 | FX4951 | IDRA Running | 199
13792 | 14099 | YM2844 | FVF Running | 411
13794 | 14153 | GC6746 | WQSY Running | 143
13796 | 14070 | RT9408 | ZCDT Running | 82
13800 | 13800 | XD8404 | OYL Waiting | 496
13803 | 13803 | TE9208 | DWU Waiting | 102
13803 | 14073 | EV8335 | GTYI Running | 92
13807 | 14287 | UG1000 | AMZJ Running | 88
13816 | 14082 | AG1168 | UDK Running | 192
13816 | 13816 | NP8141 | YBK Running | 140
13818 | 14148 | UA2932 | IDRA Running | 72
13824 | 14183 | RQ2890 | WQSY Running | 116
13826 | 14100 | CX2610 | ZCDT Running | 305
13833 | 14103 | UU6266 | GTYI Running | 188
13837 | 14317 | RU4935 | AMZJ Running | 243
13848 | 14178 | QC6923 | IDRA Running | 66
13849 | 13849 | KF6240 | WPJ Running | 51
13854 | 14213 | MQ4649 | WQSY Running | 188
13856 | 14130 | LQ8202 | ZCDT Running | 32
13863 | 14133 | LU1091 | GTYI Running | 91
13867 | 14347 | XN5521 | AMZJ Running | 242
13878 | 14208 | NV2785 | IDRA Running | 237
13884 | 14243 | AT4994 | WQSY Running | 123
13886 | 14160 | BC3230 | ZCDT Running | 154
13890 | 13890 | XO2797 | OYL Waiting | 127
13892 | 13892 | MK1284 | HPC Running | 51
13893 | 14163 | XW4956 | GTYI Running | 269
13894 | 13894 | MB8755 | DKB Waiting | 331
13897 | 14377 | ST2100 | AMZJ Running | 313
13898 | 13898 | XR7203 | FVF Waiting | 136
13900 | 13900 | KF6240 | WPJ Waiting | 163
13902 | 13956 | FT3081 | YBK Running | 75
13904 | 13904 | QA3093 | CDO Waiting | 100
13905 | 14066 | TE9208 | DWU Running | 103
13907 | 13914 | ZC4232 | HPM Running | 17
13908 | 14238 | MV5132 | IDRA Running | 220
13914 | 14273 | PA5529 | WQSY Running | 416
13914 | 14303 | NZ5800 | WQSY Running | 107
13923 | 14193 | VK1891 | GTYI Running | 269
13924 | 14534 | LL1257 | QTY Running | 245
13925 | 13925 | NP5950 | ZCN Waiting | 194
13927 | 14407 | DW9737 | AMZJ Running | 323
13931 | 13931 | ZC4232 | HPM Waiting | 281
13932 | 14190 | IE1120 | ZCDT Running | 290
13933 | 14220 | WY7322 | ZCDT Running | 319
13934 | 13934 | GX3971 | ZXD Running | 207
13938 | 14268 | AZ7152 | IDRA Running | 81
13940 | 13940 | QX1759 | ZCN Waiting | 153
13943 | 14298 | MK1284 | IDRA Running | 380
13944 | 14333 | KJ6396 | WQSY Running | 68
13945 | 14250 | TX7007 | ZCDT Running | 349
13953 | 14223 | VS5201 | GTYI Running | 28
13956 | 14280 | NP8141 | ZCDT Running | 122
13957 | 14437 | ZU7922 | AMZJ Running | 62
13962 | 13962 | DO9371 | ZCN Running | 145
13962 | 14310 | CI6823 | ZCDT Running | 120
13968 | 14328 | KN2716 | IDRA Running | 106
13974 | 14363 | MR8758 | WQSY Running | 138
13979 | 14358 | HW3855 | IDRA Running | 399
13983 | 14251 | IV3397 | GTYI Running | 3
13985 | 13985 | US6678 | GQQ Waiting | 464
13987 | 14467 | WE8143 | AMZJ Running | 239
13992 | 14340 | TT2884 | ZCDT Running | 348
13998 | 14388 | KS4285 | IDRA Running | 123
14004 | 14004 | QA3093 | CDO Running | 403
14004 | 14393 | RQ6933 | WQSY Running | 52
14010 | 14010 | OV4554 | ZCDT Waiting | 471
14013 | 14254 | CC3461 | GTYI Running | 141
14017 | 14017 | XO2797 | OYL Running | 480
14017 | 14497 | GZ8627 | AMZJ Running | 128
14028 | 14418 | YV1743 | IDRA Running | 185
14031 | 14031 | FT3081 | YBK Waiting | 478
14034 | 14510 | XR7203 | FVF Running | 182
14034 | 14423 | CQ3852 | WQSY Running | 272
14040 | 14370 | TU5605 | ZCDT Running | 303
14043 | 14284 | AE7262 | GTYI Running | 234
14047 | 14527 | QF4765 | AMZJ Running | 133
14049 | 14314 | GT8205 | GTYI Running | 34
14058 | 14448 | EK5998 | IDRA Running | 208
14062 | 14062 | YB2742 | YIQ Running | 232
14063 | 14063 | KF6240 | WPJ Running | 477
14064 | 14453 | DD1622 | WQSY Running | 116
14066 | 14066 | QE4666 | DWU Waiting | 425
14070 | 14400 | DZ4231 | ZCDT Running | 85
14073 | 14344 | CP8037 | GTYI Running | 84
14077 | 14557 | WC1548 | AMZJ Running | 67
14082 | 14587 | EK9518 | AMZJ Running | 139
14088 | 14478 | CA4629 | IDRA Running | 72
14091 | 14091 | JQ6883 | WQSY Waiting | 307
14093 | 14107 | QX1759 | ZCN Running | 414
14099 | 14099 | YM5038 | FVF Waiting | 145
14100 | 14430 | RT9408 | ZCDT Running | 52
14103 | 14374 | EV8335 | GTYI Running | 62
14107 | 14107 | DO9371 | ZCN Waiting | 368
14107 | 14107 | WR8705 | YVS Waiting | 182
14107 | 14617 | LM5481 | AMZJ Running | 71
14118 | 14508 | MQ7520 | IDRA Running | 129
14119 | 14521 | NP5950 | ZCN Running | 1
14121 | 14483 | NL5756 | WQSY Running | 221
14130 | 14460 | CX2610 | ZCDT Running | 275
14133 | 14404 | UU6266 | GTYI Running | 158
14137 | 14647 | YA5160 | AMZJ Running | 134
14141 | 14141 | GX3971 | ZXD Waiting | 204
14148 | 14538 | FX4951 | IDRA Running | 169
14151 | 14513 | QS6782 | WQSY Running | 244
14153 | 14169 | ZM8819 | DWU Running | 314
14160 | 14490 | LQ8202 | ZCDT Running | 2
14163 | 14434 | LU1091 | GTYI Running | 61
14167 | 14677 | AC8893 | AMZJ Running | 75
14169 | 14169 | TE9208 | DWU Waiting | 57
14178 | 14568 | UA2932 | IDRA Running | 42
14183 | 14183 | EF4648 | YBK Running | 497
14183 | 14543 | GC6746 | WQSY Running | 113
14190 | 14492 | BC3230 | ZCDT Running | 124
14193 | 14464 | XW4956 | GTYI Running | 239
14197 | 14707 | YZ9316 | AMZJ Running | 166
14208 | 14598 | QC6923 | IDRA Running | 36
14212 | 14212 | ZC4232 | HPM Running | 273
14213 | 14573 | RQ2890 | WQSY Running | 86
14220 | 14522 | IE1120 | ZCDT Running | 260
14223 | 14494 | VK1891 | GTYI Running | 239
14225 | 14225 | MB8755 | DKB Running | 323
14226 | 14483 | TE9208 | DWU Running | 273
14227 | 14737 | PR8175 | AMZJ Running | 395
14238 | 14628 | NV2785 | IDRA Running | 207
14243 | 14603 | MQ4649 | WQSY Running | 158
14244 | 14692 | YM5038 | FVF Running | 500
14250 | 14552 | WY7322 | ZCDT Running | 289
14251 | 14251 | VS5201 | GTYI Waiting | 153
14254 | 14254 | IV3397 | GTYI Waiting | 12
14257 | 14767 | EC1594 | AMZJ Running | 153
14266 | 14524 | IV3397 | GTYI Running | 464
14268 | 14658 | MV5132 | IDRA Running | 190
14273 | 14633 | AT4994 | WQSY Running | 93
14274 | 14274 | AG1168 | UDK Waiting | 378
14280 | 14582 | TX7007 | ZCDT Running | 319
14284 | 14554 | CC3461 | GTYI Running | 111
14287 | 14797 | EU3767 | AMZJ Running | 41
14289 | 14289 | WR8705 | YVS Running | 411
14294 | 14294 | YB2742 | YIQ Waiting | 116
14296 | 14497 | XD8404 | OYL Running | 412
14298 | 14688 | AZ7152 | IDRA Running | 51
14303 | 14663 | PA5529 | WQSY Running | 386
14310 | 14612 | NP8141 | ZCDT Running | 92
14314 | 14584 | AE7262 | GTYI Running | 204
14316 | 14316 | VM8791 | QTY Waiting | 465
14317 | 14827 | UG1000 | AMZJ Running | 58
14328 | 14718 | MK1284 | IDRA Running | 350
14333 | 14693 | NZ5800 | WQSY Running | 77
14340 | 14642 | CI6823 | ZCDT Running | 90
14344 | 14614 | GT8205 | GTYI Running | 4
14345 | 14345 | GX3971 | ZXD Running | 467
14347 | 14857 | RU4935 | AMZJ Running | 213
14358 | 14748 | KN2716 | IDRA Running | 76
14363 | 14723 | KJ6396 | WQSY Running | 38
14370 | 14672 | TT2884 | ZCDT Running | 318
14374 | 14618 | CP8037 | GTYI Running | 54
14377 | 14887 | XN5521 | AMZJ Running | 212
14388 | 14778 | HW3855 | IDRA Running | 369
14393 | 14753 | MR8758 | WQSY Running | 108
14398 | 14783 | JQ6883 | WQSY Running | 212
14400 | 14702 | TU5605 | ZCDT Running | 273
14404 | 14648 | VS5201 | GTYI Running | 95
14404 | 14678 | EV8335 | GTYI Running | 32
14407 | 14407 | QA3093 | CDO Waiting | 199
14407 | 14917 | ST2100 | AMZJ Running | 283
14410 | 14410 | YB2742 | YIQ Running | 216
14418 | 14808 | KS4285 | IDRA Running | 93
14423 | 14813 | RQ6933 | WQSY Running | 22
14430 | 14732 | DZ4231 | ZCDT Running | 55
14434 | 14708 | UU6266 | GTYI Running | 128
14437 | 14947 | DW9737 | AMZJ Running | 293
14448 | 14838 | YV1743 | IDRA Running | 155
14449 | 14449 | US6678 | GQQ Running | 209
14453 | 14835 | CQ3852 | WQSY Running | 242
14460 | 14762 | RT9408 | ZCDT Running | 22
14464 | 14738 | LU1091 | GTYI Running | 31
14467 | 14977 | ZU7922 | AMZJ Running | 32
14475 | 14522 | DO9371 | ZCN Running | 350
14478 | 14868 | EK5998 | IDRA Running | 178
14481 | 14784 | OV4554 | ZCDT Running | 354
14483 | 14483 | ZM8819 | DWU Waiting | 314
14483 | 14865 | DD1622 | WQSY Running | 86
14485 | 14895 | ZC4232 | WQSY Running | 181
14490 | 14814 | CX2610 | ZCDT Running | 245
14491 | 14756 | QE4666 | DWU Running | 116
14492 | 14492 | LQ8202 | SBR Running | 323
14494 | 14768 | XW4956 | GTYI Running | 209
14497 | 14497 | XO2797 | OYL Waiting | 100
14497 | 15007 | WE8143 | AMZJ Running | 209
14508 | 14898 | CA4629 | IDRA Running | 42
14509 | 14680 | FT3081 | YBK Running | 410
14510 | 14928 | YM2844 | IDRA Running | 331
14513 | 14925 | NL5756 | WQSY Running | 191
14521 | 14798 | QX1759 | GTYI Running | 446
14522 | 14522 | NP5950 | ZCN Waiting | 129
14522 | 14844 | BC3230 | ZCDT Running | 94
14524 | 14828 | VK1891 | GTYI Running | 209
14527 | 15037 | GZ8627 | AMZJ Running | 98
14534 | 14958 | IB2263 | IDRA Running | 450
14538 | 14988 | MQ7520 | IDRA Running | 99
14540 | 14540 | KF6240 | WPJ Waiting | 6
14543 | 14955 | QS6782 | WQSY Running | 214
14546 | 14546 | KF6240 | WPJ Running | 1
14547 | 14858 | KF6240 | GTYI Running | 214
14548 | 14985 | MB8755 | WQSY Running | 103
14552 | 14874 | IE1120 | ZCDT Running | 230
14554 | 14888 | IV3397 | GTYI Running | 434
14557 | 15067 | QF4765 | AMZJ Running | 103
14568 | 15018 | FX4951 | IDRA Running | 139
14573 | 15015 | GC6746 | WQSY Running | 83
14582 | 14904 | WY7322 | ZCDT Running | 259
14584 | 14918 | CC3461 | GTYI Running | 81
14587 | 15097 | WC1548 | AMZJ Running | 37
14597 | 14909 | XO2797 | OYL Running | 473
14598 | 15048 | UA2932 | IDRA Running | 12
14603 | 15045 | RQ2890 | WQSY Running | 56
14606 | 14606 | QA3093 | CDO Running | 29
14612 | 14934 | TX7007 | ZCDT Running | 289
14614 | 14948 | AE7262 | GTYI Running | 174
14617 | 15127 | EK9518 | AMZJ Running | 109
14618 | 14618 | GT8205 | XTT Running | 328
14626 | 15060 | YB2742 | IDRA Running | 423
14628 | 15090 | QC6923 | IDRA Running | 6
14633 | 15075 | MQ4649 | WQSY Running | 128
14635 | 14635 | QA3093 | CDO Waiting | 81
14642 | 14964 | NP8141 | ZCDT Running | 62
14647 | 15157 | LM5481 | AMZJ Running | 41
14648 | 14978 | CP8037 | GTYI Running | 24
14651 | 14872 | NP5950 | ZCN Running | 169
14652 | 14652 | AG1168 | UDK Running | 160
14658 | 14994 | US6678 | ZCDT Running | 309
14658 | 15096 | NV2785 | IDRA Running | 177
14663 | 15105 | AT4994 | WQSY Running | 63
14672 | 15024 | CI6823 | ZCDT Running | 60
14677 | 15187 | YA5160 | AMZJ Running | 104
14678 | 15002 | VS5201 | GTYI Running | 65
14680 | 14680 | EF4648 | YBK Waiting | 426
14688 | 15126 | MV5132 | IDRA Running | 160
14692 | 14692 | XR7203 | FVF Waiting | 357
14693 | 15135 | PA5529 | WQSY Running | 356
14700 | 14700 | WR8705 | YVS Waiting | 236
14702 | 15054 | TT2884 | ZCDT Running | 288
14707 | 15217 | AC8893 | AMZJ Running | 45
14708 | 15032 | EV8335 | GTYI Running | 2
14716 | 14716 | QA3093 | CDO Running | 20
14718 | 15156 | AZ7152 | IDRA Running | 21
14723 | 15165 | NZ5800 | WQSY Running | 47
14732 | 15084 | TU5605 | ZCDT Running | 243
14736 | 15195 | QA3093 | WQSY Running | 208
14737 | 15247 | YZ9316 | AMZJ Running | 136
14738 | 15034 | UU6266 | GTYI Running | 98
14748 | 15177 | MK1284 | IDRA Running | 320
14753 | 15225 | KJ6396 | WQSY Running | 8
14756 | 15233 | TE9208 | WQSY Running | 31
14762 | 15114 | DZ4231 | ZCDT Running | 25
14767 | 15277 | PR8175 | AMZJ Running | 365
14768 | 15064 | LU1091 | GTYI Running | 1
14778 | 15207 | KN2716 | IDRA Running | 46
14779 | 14779 | LL1257 | QTY Waiting | 87
14781 | 14781 | VM8791 | QTY Running | 189
14783 | 15263 | MR8758 | WQSY Running | 78
14784 | 14784 | RT9408 | ZCDT Waiting | 181
14797 | 14872 | ZM8819 | DWU Running | 256
14797 | 15307 | EC1594 | AMZJ Running | 123
14798 | 15065 | XW4956 | GTYI Running | 179
14808 | 15237 | HW3855 | IDRA Running | 339
14812 | 14812 | AG1168 | UDK Waiting | 317
14812 | 15267 | GX3971 | IDRA Running | 145
14813 | 15293 | JQ6883 | WQSY Running | 182
14814 | 15139 | OV4554 | ZCDT Running | 324
14815 | 14815 | LQ8202 | SBR Waiting | 186
14827 | 15337 | EU3767 | AMZJ Running | 11
14828 | 15095 | QX1759 | GTYI Running | 416
14835 | 15128 | RQ6933 | DWU Running | 6
14838 | 15297 | KS4285 | IDRA Running | 63
14844 | 15169 | CX2610 | ZCDT Running | 215
14857 | 15348 | UG1000 | AMZJ Running | 28
14858 | 15125 | VK1891 | GTYI Running | 179
14865 | 15323 | CQ3852 | WQSY Running | 212
14866 | 14970 | LL1257 | QTY Running | 10
14868 | 15327 | YV1743 | IDRA Running | 125
14872 | 15155 | DO9371 | GTYI Running | 259
14872 | 14872 | QE4666 | DWU Waiting | 362
14874 | 15199 | BC3230 | ZCDT Running | 64
14887 | 15376 | RU4935 | AMZJ Running | 183
14888 | 15185 | KF6240 | GTYI Running | 184
14895 | 15353 | DD1622 | WQSY Running | 56
14898 | 15357 | EK5998 | IDRA Running | 148
14904 | 15229 | IE1120 | ZCDT Running | 200
14909 | 14909 | XD8404 | OYL Waiting | 456
14917 | 15406 | XN5521 | AMZJ Running | 182
14918 | 15215 | IV3397 | GTYI Running | 404
14925 | 15383 | ZC4232 | WQSY Running | 151
14928 | 15387 | CA4629 | IDRA Running | 12
14934 | 15259 | WY7322 | ZCDT Running | 229
14936 | 14936 | WR8705 | YVS Running | 327
14946 | 14946 | GT8205 | XTT Waiting | 1
14947 | 14947 | GT8205 | XTT Running | 262
14947 | 15436 | ST2100 | AMZJ Running | 253
14948 | 15245 | CC3461 | GTYI Running | 51
14955 | 15413 | NL5756 | WQSY Running | 161
14958 | 15399 | YM2844 | IDRA Running | 301
14964 | 15289 | TX7007 | ZCDT Running | 259
14965 | 15319 | RT9408 | ZCDT Running | 366
14970 | 14970 | VM8791 | QTY Waiting | 365
14977 | 15466 | DW9737 | AMZJ Running | 263
14978 | 15275 | AE7262 | GTYI Running | 144
14980 | 15429 | LL1257 | IDRA Running | 135
14985 | 15443 | QS6782 | WQSY Running | 184
14988 | 15459 | IB2263 | IDRA Running | 420
14994 | 15349 | NP8141 | ZCDT Running | 32
15001 | 15001 | LQ8202 | SBR Running | 137
15002 | 15002 | CP8037 | GTYI Waiting | 266
15007 | 15496 | ZU7922 | AMZJ Running | 2
15015 | 15473 | MB8755 | WQSY Running | 73
15018 | 15489 | MQ7520 | IDRA Running | 69
15024 | 15379 | US6678 | ZCDT Running | 279
15032 | 15305 | VS5201 | GTYI Running | 35
15034 | 15034 | EV8335 | GTYI Waiting | 319
15037 | 15498 | WE8143 | AMZJ Running | 179
15041 | 15041 | NP5950 | ZCN Waiting | 397
15045 | 15503 | GC6746 | WQSY Running | 53
15048 | 15519 | FX4951 | IDRA Running | 109
15049 | 15192 | XR7203 | FVF Running | 383
15054 | 15409 | CI6823 | ZCDT Running | 30
15060 | 15060 | UA2932 | IDRA Waiting | 216
15064 | 15335 | UU6266 | GTYI Running | 68
15065 | 15209 | LU1091 | XTT Running | 396
15067 | 15528 | GZ8627 | AMZJ Running | 68
15075 | 15533 | RQ2890 | WQSY Running | 26
15084 | 15439 | TT2884 | ZCDT Running | 258
15090 | 15090 | FT3081 | YBK Waiting | 167
15090 | 15549 | YB2742 | IDRA Running | 393
15095 | 15365 | XW4956 | GTYI Running | 149
15096 | 15096 | QC6923 | HPC Running | 215
15097 | 15558 | QF4765 | AMZJ Running | 73
15105 | 15559 | MQ4649 | WQSY Running | 98
15106 | 15106 | EF4648 | YBK Running | 332
15114 | 15469 | TU5605 | ZCDT Running | 213
15125 | 15395 | QX1759 | GTYI Running | 386
15126 | 15579 | NV2785 | IDRA Running | 147
15127 | 15588 | WC1548 | AMZJ Running | 7
15128 | 15128 | ZM8819 | DWU Waiting | 43
15129 | 15129 | AG1168 | UDK Running | 90
15134 | 15134 | RQ6933 | DWU Waiting | 281
15135 | 15589 | AT4994 | WQSY Running | 33
15138 | 15138 | LQ8202 | SBR Waiting | 308
15139 | 15139 | DZ4231 | ZCDT Waiting | 10
15149 | 15499 | DZ4231 | ZCDT Running | 429
15155 | 15425 | VK1891 | GTYI Running | 149
15156 | 15609 | MV5132 | IDRA Running | 130
15157 | 15595 | EK9518 | AMZJ Running | 79
15165 | 15619 | PA5529 | WQSY Running | 326
15169 | 15529 | OV4554 | ZCDT Running | 294
15171 | 15171 | ZM8819 | DWU Running | 266
15177 | 15177 | AZ7152 | IDRA Waiting | 437
15185 | 15455 | DO9371 | GTYI Running | 229
15187 | 15625 | LM5481 | AMZJ Running | 11
15192 | 15639 | YM5038 | IDRA Running | 113
15195 | 15649 | NZ5800 | WQSY Running | 17
15199 | 15559 | CX2610 | ZCDT Running | 185
15207 | 15669 | MK1284 | IDRA Running | 290
15209 | 15209 | GT8205 | XTT Waiting | 296
15215 | 15485 | KF6240 | GTYI Running | 154
