8 | 8 | WU4911 | AEYX Running | 275
12733 | 13273 | YB4870 | HENQ Running | 240
12742 | 13158 | IF8167 | OTHL Running | 193
12748 | 13212 | RY3235 | AEYX Running | 57
12750 | 12750 | TX1983 | CPL Waiting | 248
12753 | 12753 | TD6513 | JMR Running | 268
12755 | 13205 | VG5876 | SKHG Running | 44
12759 | 12759 | WQ4618 | KJK Running | 230
12760 | 12760 | CE1485 | MDY Running | 338
12763 | 13303 | PE5383 | HENQ Running | 132
12772 | 13188 | GN2723 | OTHL Running | 70
12777 | 12777 | XP1862 | GBE Waiting | 365
12778 | 13242 | GS3982 | AEYX Running | 20
12785 | 13235 | LT8080 | SKHG Running | 194
12791 | 12791 | XT7284 | NOO Waiting | 121
12793 | 13333 | BI8641 | HENQ Running | 467
12802 | 13218 | MB3250 | OTHL Running | 63
12808 | 13262 | HB1600 | AEYX Running | 71
12815 | 13265 | NL3630 | SKHG Running | 394
12823 | 13363 | KU1575 | HENQ Running | 32
12832 | 13248 | GI2602 | OTHL Running | 65
12838 | 13292 | XZ1011 | AEYX Running | 172
12845 | 13295 | QQ9383 | SKHG Running | 247
12848 | 12848 | BW3613 | NOO Waiting | 276
12851 | 13438 | PZ3265 | VCG Running | 481
12853 | 13393 | HT2553 | HENQ Running | 28
12862 | 13278 | JU4028 | OTHL Running | 20
12868 | 12868 | SI5870 | OGD Waiting | 229
12868 | 13322 | BK7385 | AEYX Running | 241
12875 | 12875 | IY5923 | VYN Waiting | 475
12875 | 13325 | LJ8105 | SKHG Running | 344
12883 | 13421 | KF5674 | HENQ Running | 237
12892 | 13298 | XX5071 | OTHL Running | 179
12896 | 12896 | EY9982 | ION Waiting | 339
12898 | 13352 | YL5980 | AEYX Running | 374
12902 | 12902 | PH3168 | LWT Waiting | 216
12905 | 13355 | AJ8361 | SKHG Running | 319
12912 | 12912 | XT7284 | NOO Running | 32
12913 | 13451 | OP8529 | HENQ Running | 159
12922 | 13328 | HO6322 | OTHL Running | 78
12927 | 12927 | IH3117 | GKS Running | 372
12928 | 13382 | WD2150 | AEYX Running | 175
12935 | 13385 | TK6987 | SKHG Running | 151
12941 | 12941 | RS1536 | GAT Running | 350
12943 | 13481 | YS3084 | HENQ Running | 138
12944 | 12944 | XT7284 | NOO Waiting | 41
12952 | 13358 | JN8912 | OTHL Running | 40
12958 | 13412 | HF7943 | AEYX Running | 211
12965 | 13415 | PP4630 | SKHG Running | 237
12973 | 13511 | YL8763 | HENQ Running | 56
12982 | 12982 | RT3693 | GGFI Running | 161
12982 | 13388 | NT3542 | OTHL Running | 126
12985 | 12985 | XT7284 | NOO Running | 478
12988 | 13442 | GB7708 | AEYX Running | 16
12989 | 12989 | WQ4618 | KJK Waiting | 167
12995 | 13445 | RA6977 | SKHG Running | 131
12998 | 12998 | TX1983 | CPL Running | 188
13003 | 13541 | JB8568 | HENQ Running | 294
13005 | 13463 | UC3636 | NOO Running | 411
13012 | 13012 | RT3693 | GGFI Running | 131
13012 | 13418 | WT5213 | OTHL Running | 251
13018 | 13458 | LK1459 | AEYX Running | 233
13021 | 13021 | FP4980 | LZY Waiting | 118
13021 | 13021 | TD6513 | JMR Waiting | 179
13021 | 13291 | YS2179 | GAT Running | 94
13025 | 13475 | XS5253 | SKHG Running | 279
13033 | 13571 | IU6288 | HENQ Running | 111
13042 | 13042 | RT3693 | GGFI Running | 101
13042 | 13448 | UH2381 | OTHL Running | 156
13045 | 13045 | KJ5751 | VYN Waiting | 126
13048 | 13488 | OB2611 | AEYX Running | 283
13055 | 13505 | SN6660 | SKHG Running | 84
13063 | 13601 | DO3649 | HENQ Running | 35
13068 | 13068 | KG1408 | OTHL Waiting | 187
13072 | 13072 | RT3693 | GGFI Running | 71
13078 | 13518 | IL5709 | AEYX Running | 215
13085 | 13535 | BE5343 | SKHG Running | 192
13086 | 13548 | JK5854 | AEYX Running | 462
13092 | 13578 | WU4911 | AEYX Running | 390
13093 | 13631 | TY7283 | HENQ Running | 101
13097 | 13349 | SI5870 | OGD Running | 184
13098 | 13565 | CE1485 | SKHG Running | 337
13098 | 13478 | NG2840 | OTHL Running | 304
13102 | 13102 | RT3693 | GGFI Running | 41
13108 | 13608 | NI1688 | AEYX Running | 66
13114 | 13595 | ST1210 | SKHG Running | 8
13115 | 13603 | RF5128 | SKHG Running | 199
13118 | 13118 | PH3168 | LWT Running | 164
13123 | 13661 | KI1087 | HENQ Running | 429
13124 | 13874 | BW3613 | NOO Running | 221
13128 | 13508 | HS5200 | OTHL Running | 268
13132 | 13132 | RT3693 | GGFI Running | 11
13138 | 13638 | YS8954 | AEYX Running | 152
13139 | 13139 | FP4980 | LZY Running | 319
13142 | 13142 | XP1862 | GBE Running | 336
13143 | 13143 | RT3693 | Finished | 0
13145 | 13633 | HH5026 | SKHG Running | 24
13153 | 13691 | VU8899 | HENQ Running | 28
13156 | 13156 | WQ4618 | KJK Running | 25
13158 | 13158 | BU2296 | LGO Waiting | 161
13158 | 13538 | RP1389 | OTHL Running | 101
13168 | 13668 | OT8008 | AEYX Running | 151
13171 | 13171 | KJ5751 | VYN Running | 2
13173 | 13657 | KJ5751 | SKHG Running | 209
13175 | 13687 | SO7413 | SKHG Running | 193
13181 | 13181 | WQ4618 | KJK Waiting | 340
13182 | 13919 | FU4748 | VCG Running | 181
13183 | 13719 | UJ3926 | HENQ Running | 11
13186 | 13717 | TX1983 | SKHG Running | 34
13188 | 13568 | IF8167 | OTHL Running | 163
13200 | 13200 | TD6513 | JMR Running | 272
13205 | 13747 | QF5776 | SKHG Running | 93
13212 | 13698 | AJ8561 | AEYX Running | 126
13213 | 13730 | JB1993 | HENQ Running | 74
13218 | 13598 | GN2723 | OTHL Running | 40
13235 | 13235 | EY9982 | ION Running | 462
13235 | 13777 | VG5876 | SKHG Running | 14
13242 | 13728 | RY3235 | AEYX Running | 27
13243 | 13760 | WO4259 | HENQ Running | 124
13248 | 13628 | MB3250 | OTHL Running | 33
13255 | 13658 | KG1408 | OTHL Running | 454
13262 | 13262 | GS3982 | LER Running | 213
13265 | 13791 | LT8080 | SKHG Running | 164
13273 | 13790 | CE6996 | HENQ Running | 281
13278 | 13688 | GI2602 | OTHL Running | 35
13282 | 13718 | PH3168 | OTHL Running | 386
13291 | 13291 | RS1536 | GAT Waiting | 80
13292 | 13755 | HB1600 | AEYX Running | 41
13295 | 13821 | NL3630 | SKHG Running | 364
13298 | 13298 | JU4028 | BUR Running | 438
13299 | 13820 | IH3117 | HENQ Running | 396
13303 | 13850 | YB4870 | HENQ Running | 210
13319 | 13319 | BU2296 | LGO Running | 52
13322 | 13785 | XZ1011 | AEYX Running | 142
13325 | 13851 | QQ9383 | SKHG Running | 217
13328 | 13748 | XX5071 | OTHL Running | 149
13333 | 13880 | PE5383 | HENQ Running | 102
13349 | 13349 | CD4515 | OGD Waiting | 363
13350 | 13350 | IY5923 | VYN Running | 397
13352 | 13815 | BK7385 | AEYX Running | 211
13355 | 13881 | LJ8105 | SKHG Running | 314
13358 | 13778 | HO6322 | OTHL Running | 48
13363 | 13910 | BI8641 | HENQ Running | 437
13371 | 13371 | BU2296 | LGO Waiting | 21
13371 | 13385 | RS1536 | GAT Running | 293
13382 | 13845 | YL5980 | AEYX Running | 344
13385 | 13385 | YS2179 | GAT Waiting | 304
13385 | 13911 | AJ8361 | SKHG Running | 289
13388 | 13808 | JN8912 | OTHL Running | 10
13392 | 13392 | BU2296 | LGO Running | 330
13393 | 13940 | KU1575 | HENQ Running | 2
13412 | 13875 | WD2150 | AEYX Running | 145
13415 | 13941 | TK6987 | SKHG Running | 121
13418 | 13818 | NT3542 | OTHL Running | 96
13421 | 13421 | HT2553 | LIW Running | 181
13438 | 13438 | MA7428 | VCG Waiting | 105
13442 | 13905 | HF7943 | AEYX Running | 181
13445 | 13971 | PP4630 | SKHG Running | 207
13448 | 13848 | WT5213 | OTHL Running | 221
13451 | 13942 | KF5674 | HENQ Running | 207
13458 | 13458 | FP4980 | LZY Waiting | 126
13458 | 13458 | GB7708 | KJK Running | 161
13463 | 13463 | XT7284 | NOO Waiting | 337
13472 | 13472 | TD6513 | GGFI Running | 436
13475 | 13475 | GS3982 | LER Waiting | 75
13475 | 14001 | RA6977 | SKHG Running | 101
13478 | 14031 | XP1862 | SKHG Running | 321
13478 | 13878 | UH2381 | OTHL Running | 126
13481 | 13972 | OP8529 | HENQ Running | 129
13488 | 13935 | LK1459 | AEYX Running | 203
13502 | 13502 | TD6513 | GGFI Running | 406
13505 | 14061 | XS5253 | SKHG Running | 249
13508 | 13908 | NG2840 | OTHL Running | 274
13511 | 14002 | YS3084 | HENQ Running | 108
13518 | 13965 | OB2611 | AEYX Running | 253
13521 | 13619 | WQ4618 | KJK Running | 437
13532 | 13532 | TD6513 | GGFI Running | 376
13533 | 13938 | SI5870 | OTHL Running | 317
13535 | 14091 | SN6660 | SKHG Running | 54
13538 | 13968 | HS5200 | OTHL Running | 238
13541 | 14032 | YL8763 | HENQ Running | 26
13543 | 14100 | MA7428 | VCG Running | 271
13548 | 13995 | IL5709 | AEYX Running | 185
13550 | 13550 | GS3982 | LER Running | 21
13562 | 13562 | TD6513 | GGFI Running | 346
13565 | 14121 | BE5343 | SKHG Running | 162
13568 | 13998 | RP1389 | OTHL Running | 71
13571 | 13571 | GS3982 | LER Waiting | 330
13571 | 14058 | JB8568 | HENQ Running | 264
13578 | 14025 | JK5854 | AEYX Running | 432
13584 | 13584 | FP4980 | LZY Running | 479
13592 | 13592 | TD6513 | GGFI Running | 316
13595 | 14151 | CE1485 | SKHG Running | 307
13598 | 14028 | IF8167 | OTHL Running | 133
13601 | 14088 | IU6288 | HENQ Running | 81
13602 | 13602 | HT2553 | LIW Waiting | 268
13603 | 13603 | ST1210 | SKHG Waiting | 231
13608 | 14055 | WU4911 | AEYX Running | 360
13619 | 13619 | GB7708 | KJK Waiting | 292
13622 | 13622 | TD6513 | GGFI Running | 286
13628 | 14058 | GN2723 | OTHL Running | 10
13631 | 14118 | DO3649 | HENQ Running | 5
13633 | 14181 | RF5128 | SKHG Running | 169
13638 | 14085 | NI1688 | AEYX Running | 36
13652 | 13652 | TD6513 | GGFI Running | 256
13657 | 13657 | HH5026 | SKHG Waiting | 452
13658 | 14068 | MB3250 | OTHL Running | 3
13661 | 14123 | TY7283 | HENQ Running | 71
13668 | 14115 | YS8954 | AEYX Running | 122
13678 | 13678 | RS1536 | GAT Waiting | 36
13682 | 13682 | TD6513 | GGFI Running | 226
13687 | 14211 | KJ5751 | SKHG Running | 179
13688 | 14071 | KG1408 | OTHL Running | 424
13689 | 13689 | YS2179 | GAT Running | 138
13691 | 14153 | KI1087 | HENQ Running | 399
13697 | 13697 | EY9982 | ION Waiting | 337
13698 | 14145 | OT8008 | AEYX Running | 121
13712 | 13712 | CD4515 | OGD Running | 309
13712 | 13712 | TD6513 | GGFI Running | 196
13714 | 13827 | RS1536 | GAT Running | 472
13717 | 14241 | SO7413 | SKHG Running | 163
13718 | 14101 | GI2602 | OTHL Running | 5
13719 | 13719 | VU8899 | NLC Running | 271
13722 | 13742 | BU2296 | GGFI Running | 182
13728 | 14175 | AJ8561 | AEYX Running | 96
13730 | 13730 | UJ3926 | HENQ Waiting | 1
13731 | 14183 | UJ3926 | HENQ Running | 142
13736 | 13736 | JU4028 | BUR Waiting | 227
13742 | 13772 | TD6513 | GGFI Running | 166
13747 | 14271 | IY5923 | SKHG Running | 420
13747 | 14301 | TX1983 | SKHG Running | 4
13748 | 14106 | PH3168 | OTHL Running | 356
13755 | 13755 | RY3235 | LER Running | 435
13760 | 14213 | JB1993 | HENQ Running | 44
13772 | 13802 | BU2296 | GGFI Running | 152
13777 | 14305 | QF5776 | SKHG Running | 63
13778 | 14136 | XX5071 | OTHL Running | 119
13785 | 14205 | HB1600 | AEYX Running | 11
13790 | 14243 | WO4259 | HENQ Running | 94
13791 | 13791 | VG5876 | SKHG Waiting | 419
13800 | 14095 | XT7284 | NOO Running | 443
13802 | 13832 | TD6513 | GGFI Running | 136
13808 | 14166 | HO6322 | OTHL Running | 18
13815 | 14216 | XZ1011 | AEYX Running | 112
13818 | 13818 | JN8912 | OTHL Waiting | 236
13820 | 14273 | CE6996 | HENQ Running | 251
13821 | 14335 | LT8080 | SKHG Running | 134
13827 | 14184 | YS2179 | OTHL Running | 282
13832 | 13862 | BU2296 | GGFI Running | 122
13834 | 14365 | ST1210 | SKHG Running | 392
13845 | 14246 | BK7385 | AEYX Running | 181
13848 | 14214 | NT3542 | OTHL Running | 66
13850 | 14303 | IH3117 | HENQ Running | 366
13851 | 14395 | NL3630 | SKHG Running | 334
13862 | 13892 | TD6513 | GGFI Running | 106
13870 | 13870 | HT2553 | LIW Running | 432
13874 | 13874 | UC3636 | NOO Waiting | 72
13875 | 14276 | YL5980 | AEYX Running | 314
13878 | 14244 | WT5213 | OTHL Running | 191
13880 | 14333 | YB4870 | HENQ Running | 180
13881 | 14425 | QQ9383 | SKHG Running | 187
13892 | 13922 | BU2296 | GGFI Running | 92
13901 | 14190 | GS3982 | LER Running | 22
13905 | 14306 | WD2150 | AEYX Running | 115
13908 | 14274 | UH2381 | OTHL Running | 96
13910 | 14363 | PE5383 | HENQ Running | 72
13911 | 14056 | GB7708 | KJK Running | 182
13911 | 14455 | LJ8105 | SKHG Running | 284
13919 | 13919 | PZ3265 | VCG Waiting | 172
13922 | 13952 | TD6513 | GGFI Running | 76
13935 | 14336 | HF7943 | AEYX Running | 151
13938 | 14304 | NG2840 | OTHL Running | 244
13940 | 14393 | BI8641 | HENQ Running | 407
13941 | 14485 | AJ8361 | SKHG Running | 259
13942 | 14302 | KU1575 | LIW Running | 2
13946 | 14538 | UC3636 | NOO Running | 455
13952 | 13982 | BU2296 | GGFI Running | 62
13963 | 13963 | JU4028 | BUR Running | 260
13965 | 14366 | LK1459 | AEYX Running | 173
13968 | 14334 | SI5870 | OTHL Running | 287
13971 | 14515 | TK6987 | SKHG Running | 91
13972 | 14423 | KF5674 | HENQ Running | 177
13982 | 14012 | TD6513 | GGFI Running | 46
13990 | 13990 | VU8899 | NLC Waiting | 257
13995 | 14396 | OB2611 | AEYX Running | 223
13998 | 14364 | HS5200 | OTHL Running | 208
14001 | 14545 | PP4630 | SKHG Running | 177
14002 | 14453 | OP8529 | HENQ Running | 99
14012 | 14042 | BU2296 | GGFI Running | 32
14021 | 14394 | CD4515 | OTHL Running | 356
14025 | 14426 | IL5709 | AEYX Running | 155
14028 | 14424 | RP1389 | OTHL Running | 41
14031 | 14575 | RA6977 | SKHG Running | 71
14032 | 14483 | YS3084 | HENQ Running | 78
14034 | 14034 | EY9982 | ION Running | 370
14042 | 14072 | TD6513 | GGFI Running | 16
14054 | 14454 | JN8912 | OTHL Running | 160
14055 | 14456 | JK5854 | AEYX Running | 402
14056 | 14486 | WQ4618 | AEYX Running | 396
14058 | 14058 | YL8763 | GKS Running | 339
14058 | 14484 | IF8167 | OTHL Running | 103
14061 | 14605 | XP1862 | SKHG Running | 291
14063 | 14063 | FP4980 | LZY Waiting | 324
14068 | 14068 | GN2723 | OTHL Waiting | 53
14071 | 14071 | MB3250 | OTHL Waiting | 49
14072 | 14088 | BU2296 | GGFI Running | 2
14085 | 14516 | WU4911 | AEYX Running | 330
14088 | 14088 | TD6513 | Finished | 0
14088 | 14513 | JB8568 | HENQ Running | 234
14090 | 14090 | BU2296 | Finished | 0
14091 | 14371 | PZ3265 | VCG Running | 271
14091 | 14635 | XS5253 | SKHG Running | 219
14095 | 14095 | BW3613 | NOO Waiting | 168
14100 | 14100 | FU4748 | VCG Waiting | 325
14101 | 14514 | KG1408 | OTHL Running | 394
14106 | 14106 | GI2602 | VGQ Running | 173
14109 | 14665 | HH5026 | SKHG Running | 60
14115 | 14546 | NI1688 | AEYX Running | 6
14118 | 14543 | IU6288 | HENQ Running | 51
14120 | 14544 | MB3250 | OTHL Running | 128
14121 | 14574 | GN2723 | OTHL Running | 307
14121 | 14695 | SN6660 | SKHG Running | 24
14123 | 14397 | DO3649 | GKS Running | 229
14136 | 14604 | PH3168 | OTHL Running | 326
14145 | 14552 | YS8954 | AEYX Running | 92
14151 | 14719 | BE5343 | SKHG Running | 132
14153 | 14573 | TY7283 | HENQ Running | 41
14166 | 14634 | XX5071 | OTHL Running | 89
14175 | 14582 | OT8008 | AEYX Running | 91
14181 | 14749 | CE1485 | SKHG Running | 277
14183 | 14603 | KI1087 | HENQ Running | 369
14184 | 14184 | HO6322 | OTHL Waiting | 318
14190 | 14190 | RY3235 | LER Waiting | 444
14205 | 14612 | AJ8561 | AEYX Running | 66
14210 | 14779 | VG5876 | SKHG Running | 262
14211 | 14809 | RF5128 | SKHG Running | 139
14212 | 14212 | GS3982 | LER Waiting | 338
14213 | 14633 | UJ3926 | HENQ Running | 112
14214 | 14664 | YS2179 | OTHL Running | 252
14216 | 14238 | HB1600 | KJK Running | 6
14223 | 14223 | JU4028 | BUR Waiting | 355
14238 | 14238 | GB7708 | KJK Waiting | 387
14241 | 14839 | KJ5751 | SKHG Running | 149
14243 | 14663 | JB1993 | HENQ Running | 14
14244 | 14244 | HB1600 | KJK Waiting | 0
14244 | 14244 | HB1600 | KJK Running | 316
14244 | 14694 | NT3542 | OTHL Running | 36
14246 | 14642 | XZ1011 | AEYX Running | 82
14247 | 14247 | VU8899 | NLC Running | 105
14263 | 14993 | BW3613 | NOO Running | 421
14271 | 14869 | SO7413 | SKHG Running | 133
14273 | 14677 | WO4259 | HENQ Running | 64
14274 | 14724 | WT5213 | OTHL Running | 161
14276 | 14672 | BK7385 | AEYX Running | 151
14279 | 14279 | GI2602 | VGQ Waiting | 174
14299 | 14754 | RS1536 | OTHL Running | 50
14301 | 14899 | IY5923 | SKHG Running | 390
14302 | 14302 | HT2553 | LIW Waiting | 212
14303 | 14707 | CE6996 | HENQ Running | 221
14304 | 14304 | KU1575 | LIW Waiting | 51
14304 | 14784 | UH2381 | OTHL Running | 66
14305 | 14305 | TX1983 | SKHG Waiting | 228
14306 | 14702 | YL5980 | AEYX Running | 284
14333 | 14737 | IH3117 | HENQ Running | 336
14334 | 14814 | NG2840 | OTHL Running | 214
14335 | 14929 | QF5776 | SKHG Running | 33
14336 | 14732 | WD2150 | AEYX Running | 85
14352 | 14352 | VU8899 | NLC Waiting | 69
14355 | 14355 | KU1575 | LIW Running | 324
14363 | 14767 | YB4870 | HENQ Running | 150
14364 | 14844 | SI5870 | OTHL Running | 257
14365 | 14959 | LT8080 | SKHG Running | 104
14366 | 14762 | HF7943 | AEYX Running | 121
14371 | 14371 | MA7428 | VCG Waiting | 251
14387 | 14387 | FP4980 | LZY Running | 81
14393 | 14797 | PE5383 | HENQ Running | 42
14394 | 14874 | HS5200 | OTHL Running | 178
14395 | 14989 | ST1210 | SKHG Running | 362
14396 | 14792 | LK1459 | AEYX Running | 143
14397 | 14397 | YL8763 | GKS Waiting | 304
14404 | 14404 | EY9982 | ION Waiting | 54
14421 | 14421 | VU8899 | NLC Running | 1
14422 | 14422 | VU8899 | NLC Waiting | 210
14423 | 14827 | BI8641 | HENQ Running | 377
14424 | 14904 | CD4515 | OTHL Running | 326
14425 | 14642 | FU4748 | VCG Running | 301
14425 | 15019 | NL3630 | SKHG Running | 304
14426 | 14822 | OB2611 | AEYX Running | 193
14453 | 14453 | GI2602 | VGQ Running | 7
14453 | 14857 | KF5674 | HENQ Running | 147
14454 | 14934 | RP1389 | OTHL Running | 11
14455 | 15049 | QQ9383 | SKHG Running | 157
14456 | 14852 | IL5709 | AEYX Running | 125
14458 | 14458 | EY9982 | ION Running | 467
14460 | 14460 | GI2602 | VGQ Waiting | 331
14468 | 14887 | FP4980 | HENQ Running | 324
14483 | 14917 | OP8529 | HENQ Running | 69
14484 | 14945 | JN8912 | OTHL Running | 130
14485 | 15079 | LJ8105 | SKHG Running | 254
14486 | 14882 | JK5854 | AEYX Running | 372
14502 | 14975 | HO6322 | OTHL Running | 373
14513 | 14947 | YS3084 | HENQ Running | 48
14514 | 14679 | HT2553 | LIW Running | 273
14514 | 15005 | IF8167 | OTHL Running | 73
14515 | 15109 | AJ8361 | SKHG Running | 229
14516 | 14912 | WQ4618 | AEYX Running | 366
14533 | 15139 | TX1983 | SKHG Running | 195
14538 | 14977 | XT7284 | HENQ Running | 191
14543 | 15007 | JB8568 | HENQ Running | 204
14544 | 15035 | KG1408 | OTHL Running | 364
14545 | 15169 | TK6987 | SKHG Running | 61
14546 | 14942 | WU4911 | AEYX Running | 300
14550 | 14550 | GS3982 | LER Running | 195
14552 | 14745 | NI1688 | LER Running | 282
14560 | 14560 | HB1600 | KJK Waiting | 308
14573 | 15037 | IU6288 | HENQ Running | 21
14574 | 15065 | MB3250 | OTHL Running | 98
14575 | 15199 | PP4630 | SKHG Running | 147
14578 | 14578 | JU4028 | BUR Running | 399
14582 | 14972 | YS8954 | AEYX Running | 62
14603 | 15058 | TY7283 | HENQ Running | 11
14604 | 15095 | GN2723 | OTHL Running | 277
14605 | 15229 | RA6977 | SKHG Running | 41
14612 | 15002 | OT8008 | AEYX Running | 61
14622 | 14943 | MA7428 | VCG Running | 281
14625 | 14625 | GB7708 | KJK Running | 317
14626 | 14626 | DO3649 | GKS Waiting | 0
14626 | 14626 | DO3649 | GKS Running | 264
14632 | 14632 | VU8899 | NLC Running | 202
14633 | 15069 | KI1087 | HENQ Running | 339
14634 | 15027 | RY3235 | LER Running | 370
14634 | 15125 | PH3168 | OTHL Running | 296
14635 | 15259 | XP1862 | SKHG Running | 261
14642 | 15032 | PZ3265 | AEYX Running | 9
14642 | 15041 | AJ8561 | AEYX Running | 36
14663 | 15099 | UJ3926 | HENQ Running | 82
14664 | 15155 | XX5071 | OTHL Running | 59
14665 | 15289 | XS5253 | SKHG Running | 189
14672 | 15071 | XZ1011 | AEYX Running | 52
14677 | 14677 | JB1993 | HENQ Waiting | 233
14679 | 14679 | KU1575 | LIW Waiting | 298
14694 | 15185 | YS2179 | OTHL Running | 222
14695 | 15319 | HH5026 | SKHG Running | 30
14701 | 14890 | YL8763 | GKS Running | 3
14702 | 15101 | BK7385 | AEYX Running | 121
14707 | 15129 | WO4259 | HENQ Running | 34
14719 | 14719 | SN6660 | VYN Running | 304
14724 | 15215 | NT3542 | OTHL Running | 6
14732 | 15131 | YL5980 | AEYX Running | 254
14737 | 15159 | CE6996 | HENQ Running | 191
14745 | 15161 | GS3982 | AEYX Running | 62
14749 | 15349 | BE5343 | SKHG Running | 102
14754 | 15221 | WT5213 | OTHL Running | 131
14762 | 15191 | WD2150 | AEYX Running | 55
14767 | 15189 | IH3117 | HENQ Running | 306
14779 | 15379 | CE1485 | SKHG Running | 247
14784 | 15251 | RS1536 | OTHL Running | 20
14791 | 14791 | GI2602 | VGQ Running | 291
14792 | 15221 | HF7943 | AEYX Running | 91
14797 | 15219 | YB4870 | HENQ Running | 120
14809 | 15409 | VG5876 | SKHG Running | 232
14814 | 15271 | UH2381 | OTHL Running | 36
14822 | 15251 | LK1459 | AEYX Running | 113
14827 | 15249 | PE5383 | HENQ Running | 12
14834 | 15261 | VU8899 | HENQ Running | 364
14839 | 15439 | RF5128 | SKHG Running | 109
14844 | 15301 | NG2840 | OTHL Running | 184
14852 | 15281 | OB2611 | AEYX Running | 163
14857 | 15291 | BI8641 | HENQ Running | 347
14868 | 14942 | HB1600 | KJK Running | 127
14869 | 15469 | KJ5751 | SKHG Running | 119
14874 | 15331 | SI5870 | OTHL Running | 227
14882 | 15311 | IL5709 | AEYX Running | 95
14887 | 15321 | KF5674 | HENQ Running | 117
14890 | 14890 | DO3649 | GKS Waiting | 83
14893 | 14893 | YL8763 | GKS Waiting | 378
14899 | 15499 | SO7413 | SKHG Running | 103
14904 | 15361 | HS5200 | OTHL Running | 148
14910 | 15351 | JB1993 | HENQ Running | 97
14912 | 15341 | JK5854 | AEYX Running | 342
14917 | 15381 | FP4980 | HENQ Running | 294
14925 | 15411 | EY9982 | HENQ Running | 49
14929 | 15529 | IY5923 | SKHG Running | 360
14934 | 15391 | CD4515 | OTHL Running | 296
14942 | 14942 | GB7708 | KJK Waiting | 472
14942 | 15371 | WQ4618 | AEYX Running | 336
14943 | 14943 | FU4748 | VCG Waiting | 193
14945 | 14945 | RP1389 | OGD Running | 255
14947 | 15441 | OP8529 | HENQ Running | 39
14952 | 14952 | HT2553 | LIW Waiting | 191
14959 | 15559 | QF5776 | SKHG Running | 3
14972 | 15401 | WU4911 | AEYX Running | 270
14973 | 14973 | DO3649 | GKS Running | 214
14975 | 15421 | JN8912 | OTHL Running | 100
14977 | 14977 | JU4028 | BUR Waiting | 13
14977 | 14977 | KU1575 | LIW Running | 91
14977 | 15471 | YS3084 | HENQ Running | 18
14989 | 15562 | LT8080 | SKHG Running | 74
14990 | 14990 | JU4028 | BUR Running | 332
14993 | 14993 | UC3636 | NOO Waiting | 419
15002 | 15431 | YS8954 | AEYX Running | 32
15005 | 15451 | HO6322 | OTHL Running | 343
15007 | 15489 | XT7284 | HENQ Running | 161
15019 | 15592 | ST1210 | SKHG Running | 332
15023 | 15023 | SN6660 | VYN Waiting | 443
15027 | 15027 | NI1688 | LER Waiting | 433
15032 | 15461 | OT8008 | AEYX Running | 31
15035 | 15481 | IF8167 | OTHL Running | 43
15037 | 15519 | JB8568 | HENQ Running | 174
15041 | 15041 | PZ3265 | AEYX Waiting | 328
15049 | 15622 | NL3630 | SKHG Running | 274
15058 | 15058 | IU6288 | NLC Running | 341
15065 | 15511 | KG1408 | OTHL Running | 334
15068 | 15068 | KU1575 | LIW Waiting | 271
15069 | 15069 | HB1600 | KJK Waiting | 280
15069 | 15399 | TY7283 | NLC Running | 223
15071 | 15491 | AJ8561 | AEYX Running | 6
15079 | 15652 | QQ9383 | SKHG Running | 127
15082 | 15082 | GI2602 | VGQ Waiting | 500
15095 | 15541 | MB3250 | OTHL Running | 68
15099 | 15549 | KI1087 | HENQ Running | 309
15101 | 15497 | XZ1011 | AEYX Running | 22
15109 | 15682 | LJ8105 | SKHG Running | 224
15125 | 15571 | GN2723 | OTHL Running | 247
15129 | 15579 | UJ3926 | HENQ Running | 52
15131 | 15519 | BK7385 | AEYX Running | 91
15136 | 15224 | FU4748 | VCG Running | 403
15139 | 15712 | AJ8361 | SKHG Running | 199
15143 | 15143 | HT2553 | LIW Running | 462
15155 | 15601 | PH3168 | OTHL Running | 266
15159 | 15609 | WO4259 | HENQ Running | 4
15161 | 15549 | YL5980 | AEYX Running | 224
15169 | 15742 | TX1983 | SKHG Running | 165
15185 | 15631 | XX5071 | OTHL Running | 29
15187 | 15187 | DO3649 | GKS Waiting | 28
15189 | 15613 | CE6996 | HENQ Running | 161
15191 | 15579 | GS3982 | AEYX Running | 32
15199 | 15772 | TK6987 | SKHG Running | 31
15200 | 15200 | RP1389 | OGD Waiting | 161
15215 | 15215 | DO3649 | GKS Running | 205
15215 | 15660 | YS2179 | OTHL Running | 192
15219 | 15643 | IH3117 | HENQ Running | 276
15221 | 15221 | NT3542 | VGQ Running | 443
15221 | 15609 | WD2150 | AEYX Running | 25
15224 | 15224 | MA7428 | VCG Waiting | 280
15229 | 15802 | PP4630 | SKHG Running | 117
15249 | 15673 | YB4870 | HENQ Running | 90
15251 | 15634 | HF7943 | AEYX Running | 61
15251 | 15690 | WT5213 | OTHL Running | 101
15259 | 15832 | RA6977 | SKHG Running | 11
15261 | 15261 | PE5383 | ION Running | 435
15271 | 15271 | RS1536 | OTHL Waiting | 119
15271 | 15420 | YL8763 | GKS Running | 96
15281 | 15664 | LK1459 | AEYX Running | 83
15289 | 15843 | XP1862 | SKHG Running | 231
15291 | 15703 | VU8899 | HENQ Running | 334
15301 | 15720 | UH2381 | OTHL Running | 6
15311 | 15694 | OB2611 | AEYX Running | 133
